1,2,3,4,5,6,7,8,9,10
6.0168616e+01,1.7840000e+03,5.0000000e+00,9.8252903e+00,1.8265923e+01,9.9450064e+00,2.6246516e+00,7.9230204e-05,2.8822716e-05,9.1974270e-05
2.6812153e+01,1.9310000e+03,5.0000000e+00,2.1913362e+01,1.5830913e+01,6.3391659e+00,1.7797299e+00,3.2337055e-05,3.2337233e-05,4.0471594e-05
4.6123188e+00,1.6830000e+03,5.0000000e+00,5.2662426e+00,2.8881503e+01,7.0738105e+00,2.6562204e+00,2.7568636e-05,5.8936539e-05,1.6381436e-05
1.2904631e+01,1.7330000e+03,5.0000000e+00,1.4495017e+01,1.6324879e+01,1.0381484e+01,2.3146797e+00,2.8162719e-05,5.0220772e-05,9.7119044e-05
3.1269282e+01,1.5620000e+03,5.0000000e+00,2.7364244e+00,2.6412195e+01,1.1423293e+01,1.2227202e+00,2.7823245e-05,2.9508711e-05,4.0772692e-05
5.5171421e+01,1.6640000e+03,5.0000000e+00,1.1811101e+01,2.0187016e+01,4.6383282e+00,1.3247545e+00,4.2374568e-05,2.6764779e-05,2.1003702e-05
4.6736393e+01,1.7880000e+03,5.0000000e+00,5.4898787e+00,2.4282391e+01,5.1845262e+00,2.5194523e+00,4.2270657e-05,5.1488758e-05,3.5209094e-05
7.0540401e+01,1.7530000e+03,5.0000000e+00,2.0203244e+01,3.5797817e+01,7.6001377e+00,1.4200196e+00,7.3655682e-05,5.3626712e-06,4.7986176e-05
4.5845737e+01,1.9030000e+03,5.0000000e+00,1.5164032e+01,3.1793789e+01,5.0700800e+00,1.2753588e+00,5.3933329e-05,9.2386263e-05,9.3435154e-05
4.3331532e+01,1.5600000e+03,5.0000000e+00,1.2399576e+01,1.5672448e+01,6.8144387e+00,1.4343307e+00,9.2660418e-05,4.1192658e-05,9.9772492e-05
1.1080845e+01,1.9130000e+03,5.0000000e+00,8.7565329e+00,3.5611863e+01,9.2000136e+00,2.8759522e+00,7.5529944e-05,1.1017463e-05,4.3591647e-05
3.7456135e+01,1.6230000e+03,5.0000000e+00,1.4734877e+01,3.3508384e+01,3.7388028e+00,1.4784878e+00,9.9270049e-05,3.8933708e-05,3.2478069e-05
3.0192120e+01,1.6620000e+03,5.0000000e+00,6.9075228e+00,3.2790014e+01,5.3682332e+00,1.6518794e+00,8.0370553e-05,7.0384070e-05,2.9669357e-05
6.0508856e+01,1.6440000e+03,5.0000000e+00,2.4971371e+00,3.1477992e+01,7.9899631e+00,2.1662711e+00,4.8304932e-06,7.9234007e-05,7.3563405e-06
4.6514793e+01,1.8860000e+03,5.0000000e+00,1.6885959e+01,1.4075588e+01,1.1707694e+01,2.0637592e+00,9.1591708e-05,1.5933112e-05,3.5893702e-05
2.2727892e+01,1.9850000e+03,5.0000000e+00,1.7248908e+01,1.2231041e+01,1.1961072e+01,1.7900418e+00,4.0054061e-05,3.2306911e-05,1.6769066e-05
7.6581711e+00,1.9860000e+03,5.0000000e+00,1.7844748e+01,2.1626282e+01,5.0906632e+00,2.9705640e+00,5.2377533e-06,7.7348657e-06,7.6253187e-05
3.5475104e+01,1.8960000e+03,5.0000000e+00,1.5265889e-01,3.2930308e+01,1.0825880e+01,2.0406581e+00,5.0409894e-06,2.1583147e-05,8.2462978e-05
4.0957431e+01,1.6750000e+03,5.0000000e+00,7.2892978e+00,1.9389005e+01,9.1039302e+00,2.2167659e+00,6.1547023e-05,1.6933550e-05,2.8402055e-06
5.1173000e+01,1.9260000e+03,5.0000000e+00,2.0642121e+01,3.0250327e+01,7.5738237e+00,1.2030337e+00,1.0291629e-05,3.3419227e-05,9.1555246e-05
9.3409587e+00,2.0000000e+03,5.0000000e+00,1.7476672e+01,2.5616273e+01,7.7218748e+00,1.0609294e+00,2.7549181e-05,4.8678558e-05,9.1224255e-06
1.8308366e+00,1.7740000e+03,5.0000000e+00,9.7711135e+00,2.2950965e+01,8.3159118e+00,1.2123537e+00,4.0936076e-05,7.4333184e-05,3.6390929e-05
6.3468146e+01,1.6120000e+03,5.0000000e+00,9.0657132e+00,1.3578884e+01,8.4613956e+00,1.0213373e+00,5.0189971e-05,5.8193340e-06,3.9448519e-05
6.1367495e+01,1.6190000e+03,5.0000000e+00,1.8621241e+01,3.0650095e+01,1.1791806e+01,1.7593971e+00,5.6512216e-05,2.3126130e-05,2.6715606e-05
4.5946777e+01,1.7700000e+03,5.0000000e+00,8.0812989e+00,1.6782748e+01,6.0646833e+00,1.9943974e+00,7.9969645e-05,2.8890692e-05,1.5376548e-05
9.5342330e+00,1.7720000e+03,5.0000000e+00,1.2873975e+01,1.8947065e+01,4.8647365e+00,1.8005679e+00,7.3313579e-05,1.6466736e-05,1.4525065e-05
2.3433231e+01,1.6310000e+03,5.0000000e+00,1.1008767e+00,1.7669885e+01,9.3630474e+00,2.9188532e+00,6.1089401e-05,7.7071318e-05,6.3419289e-05
4.2976227e+01,1.5010000e+03,5.0000000e+00,1.4621420e+01,1.3618180e+01,5.9706589e+00,1.1824238e+00,4.1947905e-05,6.1377298e-05,1.8721485e-05
1.9467948e+01,1.5610000e+03,5.0000000e+00,4.3265981e+00,3.4424929e+01,5.0937879e+00,1.8111061e+00,9.9678808e-05,8.2669807e-06,9.1435860e-05
5.1391395e+01,1.7020000e+03,5.0000000e+00,8.1902061e+00,1.8433820e+01,9.1949078e+00,1.2800435e+00,7.1422760e-05,7.0186592e-05,5.7894587e-05
3.2826708e+01,1.5140000e+03,5.0000000e+00,2.3719070e+01,2.8082590e+01,4.6274490e+00,2.9436670e+00,6.8801823e-05,8.5572137e-05,1.9684927e-05
3.0051073e+01,1.5580000e+03,5.0000000e+00,1.3474603e+01,1.2784156e+01,6.8012548e+00,2.0133648e+00,1.7546400e-05,6.3060605e-05,1.8579549e-05
1.0626109e+01,1.9200000e+03,5.0000000e+00,1.1765296e+01,3.4696936e+01,1.1316528e+01,2.0629230e+00,5.0995731e-05,9.3065484e-05,3.2374274e-05
6.4262547e+01,1.8120000e+03,5.0000000e+00,1.8583803e+01,1.3416772e+01,1.0438543e+01,2.7976862e+00,4.7766555e-05,3.6878327e-05,6.7062387e-05
2.3228405e+00,1.9170000e+03,5.0000000e+00,3.3052419e+00,1.6171702e+01,3.5082076e+00,2.4867214e+00,3.0585671e-05,9.4973094e-05,5.2872220e-05
5.0231102e+01,1.6080000e+03,5.0000000e+00,5.9067073e+00,2.7611782e+01,7.6183181e+00,2.6446137e+00,9.6261854e-05,7.1544065e-05,4.0292614e-05
2.6683925e+01,1.9540000e+03,5.0000000e+00,1.7264838e+01,2.1203369e+01,8.0656115e+00,1.3407320e+00,3.7969569e-05,6.5895744e-05,6.7267606e-05
2.6701283e+01,1.9450000e+03,5.0000000e+00,1.3136064e+01,3.5884024e+01,1.1259876e+01,1.3679446e+00,1.4917944e-05,1.5950341e-05,5.4163663e-05
5.8657112e+01,1.8610000e+03,5.0000000e+00,4.6917618e+00,1.8097822e+01,7.0219248e+00,2.7776200e+00,3.2401760e-06,9.9151610e-05,1.3752996e-05
6.5030234e+01,1.9200000e+03,5.0000000e+00,8.8899082e-02,2.8424060e+01,5.3968037e+00,2.3524888e+00,1.2305573e-05,6.3375495e-05,1.4656665e-05
3.0339023e+01,1.9290000e+03,5.0000000e+00,8.8771545e+00,3.1210282e+01,3.9029267e+00,1.1541322e+00,8.9026288e-05,8.6005113e-05,6.3416344e-05
2.6498832e+01,1.9700000e+03,5.0000000e+00,2.3520876e+01,1.4466455e+01,5.3873879e+00,2.7797438e+00,6.0401568e-05,8.5337354e-05,4.6641068e-05
1.4111713e+01,1.5670000e+03,5.0000000e+00,2.0781144e+01,1.4182304e+01,1.0679232e+01,2.1165769e+00,9.2432363e-05,1.8346174e-05,1.4901698e-05
3.0843994e+01,1.8880000e+03,5.0000000e+00,4.8148744e+00,3.4405907e+01,1.0119528e+01,2.5253119e+00,6.5934894e-05,9.1920993e-05,4.3298011e-05
1.4545629e+01,1.8820000e+03,5.0000000e+00,1.4397147e+00,2.9033970e+01,7.3273118e+00,2.5694765e+00,1.7861206e-05,1.3011777e-05,1.1241045e-05
1.2302586e+01,1.5110000e+03,5.0000000e+00,1.6883523e+01,2.5293333e+01,6.8369236e+00,1.1096191e+00,8.9187846e-05,4.8207666e-05,4.1736409e-05
5.6796838e+01,1.7220000e+03,5.0000000e+00,2.3552361e+01,1.6312629e+01,9.9301626e+00,1.9185580e+00,2.8827115e-06,2.2815283e-05,6.2151633e-05
1.4248337e+01,1.7340000e+03,5.0000000e+00,5.6881195e+00,2.0754715e+01,6.5178895e+00,2.3030371e+00,7.4438615e-05,7.5473623e-05,1.3456646e-06
3.3892147e+01,1.5130000e+03,5.0000000e+00,7.4295483e+00,2.7674714e+01,6.5579778e+00,2.3537598e+00,8.7963028e-05,5.6403027e-05,9.1390244e-05
5.8099109e+01,1.9570000e+03,5.0000000e+00,1.7377405e+01,2.4434904e+01,4.7117498e+00,1.1687726e+00,6.5348777e-05,8.6948683e-05,8.6002247e-05
5.1586406e+01,1.7440000e+03,5.0000000e+00,2.4740214e-01,1.4739682e+01,1.0598008e+01,2.5772280e+00,4.0207540e-05,2.2428118e-05,5.1906568e-05
4.6759489e+01,1.7690000e+03,5.0000000e+00,2.2084885e+01,2.3780905e+01,1.0565001e+01,1.0571508e+00,5.5474010e-05,6.8639664e-05,8.9249925e-06
4.4189803e+01,1.8470000e+03,5.0000000e+00,2.0183340e+01,2.3380808e+01,1.0464507e+01,1.7756664e+00,8.0888295e-06,1.6685430e-05,4.0884087e-05
4.1243941e+00,1.7700000e+03,5.0000000e+00,1.4953548e+01,3.4906846e+01,9.6218577e+00,2.5548198e+00,7.7478219e-06,3.0538486e-05,1.7126578e-05
3.2446351e+01,1.9880000e+03,5.0000000e+00,2.3131297e+01,1.3076051e+01,7.7124430e+00,2.7045977e+00,5.8007416e-05,7.0265792e-05,9.5717396e-05
4.4610364e+01,1.7850000e+03,5.0000000e+00,1.4300417e+01,3.4711473e+01,9.9575724e+00,1.7692432e+00,6.6707667e-05,8.9391598e-05,3.7835558e-05
6.0264250e+01,1.5810000e+03,5.0000000e+00,2.2506004e+01,2.8431736e+01,7.3814543e+00,1.0679782e+00,4.4933545e-05,2.1704520e-05,8.2069798e-05
1.1480664e+01,1.7610000e+03,5.0000000e+00,1.9776171e+01,2.2920122e+01,1.1910601e+01,1.2894270e+00,5.9390303e-06,7.1909637e-05,1.1526741e-05
6.9845845e+01,1.6560000e+03,5.0000000e+00,2.3171392e+01,2.3894935e+01,9.7694663e+00,1.4544052e+00,4.5259093e-06,6.3215987e-05,7.3131917e-05
4.0783174e+01,1.6370000e+03,5.0000000e+00,1.8720831e+01,2.5060368e+01,7.5206872e+00,2.6697139e+00,9.0599760e-05,8.3210266e-06,7.1154106e-05
2.3708337e+01,1.6820000e+03,5.0000000e+00,2.1774012e+01,1.4555209e+01,6.7091112e+00,1.1115865e+00,2.2419832e-05,1.4087460e-05,3.3996706e-05
5.6547668e+01,1.8780000e+03,5.0000000e+00,1.0151669e+01,2.1315608e+01,1.1131697e+01,2.8028402e+00,3.1906428e-06,4.0374038e-05,5.2904978e-05
4.7093697e+01,1.5930000e+03,5.0000000e+00,1.2799601e+01,1.4710346e+01,1.0053398e+01,1.8695966e+00,5.6141212e-05,7.8104677e-05,5.6574875e-05
3.9351668e+01,1.7010000e+03,5.0000000e+00,1.7577168e+01,1.5374675e+01,6.4800577e+00,2.5683591e+00,4.7842436e-05,5.5340097e-05,2.4428181e-06
2.9928455e+01,1.9560000e+03,5.0000000e+00,2.3434817e+00,1.7338188e+01,5.8359695e+00,1.8624446e+00,2.6757352e-05,8.0625513e-05,8.6307918e-05
6.9617172e+01,1.5000000e+03,5.0000000e+00,1.6339306e+01,3.0384547e+01,9.4360291e+00,2.9644975e+00,1.2336853e-05,5.9205700e-05,8.1571757e-05
2.0805941e+01,1.6750000e+03,5.0000000e+00,1.5808561e+01,3.0462584e+01,8.0571660e+00,1.9602493e+00,4.3382443e-05,5.3568941e-05,8.6234135e-05
2.0685119e+00,1.7230000e+03,5.0000000e+00,1.6144536e+01,2.5001786e+01,4.5171533e+00,1.7495237e+00,2.5741498e-05,2.2466408e-05,6.6820414e-05
5.3652636e+01,1.6270000e+03,5.0000000e+00,1.2677398e+01,3.4633395e+01,9.8653902e+00,2.7492680e+00,7.5971779e-05,4.9199903e-05,2.0275175e-05
6.7300214e+00,1.9880000e+03,5.0000000e+00,1.0022655e+00,2.8962613e+01,3.9322800e+00,1.7228275e+00,9.0484630e-05,1.5357364e-05,1.2884170e-05
4.9611958e+01,1.6630000e+03,5.0000000e+00,9.4428249e+00,2.4846672e+01,4.1893815e+00,2.5338795e+00,9.0038245e-05,1.3101065e-05,3.3327267e-05
2.0874670e+01,1.8680000e+03,5.0000000e+00,2.7579765e+00,3.3177432e+01,6.5798504e+00,1.3220231e+00,3.5484049e-05,8.8631874e-05,3.0184221e-05
2.6089917e+01,1.9510000e+03,5.0000000e+00,1.5572926e+00,3.1101860e+01,5.8027560e+00,2.5208139e+00,4.5816566e-05,9.9785600e-05,6.1817736e-05
7.2159737e+00,1.7310000e+03,5.0000000e+00,3.1706678e+00,2.4532445e+01,6.7433551e+00,1.1326315e+00,3.3491203e-05,1.9989061e-05,5.8859182e-05
1.0291607e+01,1.6490000e+03,5.0000000e+00,2.6744057e+00,1.6074727e+01,8.0472100e+00,1.3270638e+00,1.3679912e-05,7.7084815e-05,2.4506115e-05
4.2952045e+01,1.7080000e+03,5.0000000e+00,5.2674872e-01,1.7467268e+01,6.3870623e+00,2.4825681e+00,5.7661452e-05,5.7013422e-07,8.7935720e-05
3.2690712e+01,1.8620000e+03,5.0000000e+00,3.1924224e+00,1.7995497e+01,7.6035104e+00,2.3432568e+00,8.4931936e-05,6.7204268e-05,7.2577357e-05
2.3827052e+00,2.0000000e+03,5.0000000e+00,1.1834232e+01,1.4368602e+01,5.2812416e+00,2.4540280e+00,3.0032613e-05,2.9244363e-05,7.7227696e-05
1.0959811e+01,1.6770000e+03,5.0000000e+00,3.1018480e-01,2.2280661e+01,4.7290090e+00,2.7260389e+00,8.7810328e-05,4.9380379e-05,5.7490901e-05
6.9666215e+01,1.9080000e+03,5.0000000e+00,3.1524707e+00,3.5316321e+01,9.0412553e+00,2.2070981e+00,3.7551234e-05,1.3776309e-05,3.4390391e-05
5.2702363e+01,1.9770000e+03,5.0000000e+00,1.8523461e+01,3.3058830e+01,4.8736416e+00,2.2538857e+00,2.6920466e-05,4.4062909e-05,5.2895677e-05
5.8797251e+01,1.6820000e+03,5.0000000e+00,5.0813792e+00,1.7779649e+01,5.3353121e+00,1.0517908e+00,1.4025481e-06,5.4770583e-05,4.1140329e-05
4.9969784e+01,1.6760000e+03,5.0000000e+00,1.2752669e+01,2.0485065e+01,4.8534831e+00,1.9217135e+00,9.1436166e-05,3.6651997e-05,6.6607676e-05
7.0557068e+00,1.5530000e+03,5.0000000e+00,9.4428429e+00,2.3143847e+01,9.0155224e+00,1.6422643e+00,3.7928961e-05,2.9764376e-05,2.5098993e-05
1.6057159e+01,1.6110000e+03,5.0000000e+00,6.2539691e-01,2.2349822e+01,6.8226018e+00,1.2330279e+00,8.7720847e-05,2.6331034e-05,9.0532372e-05
7.0308332e+01,1.7360000e+03,5.0000000e+00,1.3892571e+01,2.1152720e+01,8.7557744e+00,1.4545975e+00,1.5768086e-05,3.7097724e-05,8.3484969e-05
1.5860560e+01,1.6470000e+03,5.0000000e+00,2.0270954e+01,3.1825623e+01,8.5150632e+00,2.6800601e+00,7.1946790e-05,5.6719923e-05,1.7107583e-05
3.6704907e+01,1.9320000e+03,5.0000000e+00,1.3642175e+00,3.0267862e+01,1.0313992e+01,1.8093451e+00,6.8055717e-05,2.9483578e-05,2.4970613e-05
5.2388238e+01,1.7740000e+03,5.0000000e+00,2.0760896e+01,1.3720038e+01,7.1894310e+00,2.5455710e+00,1.1321723e-05,5.2221549e-05,5.9202215e-06
4.9081005e+01,1.5500000e+03,5.0000000e+00,2.8190587e+00,2.0549479e+01,1.1801705e+01,2.3161968e+00,2.2804338e-07,9.2986627e-05,2.3119030e-06
6.6096153e+01,1.7710000e+03,5.0000000e+00,1.5145242e+00,2.4888203e+01,1.1837098e+01,2.7538606e+00,2.9903713e-05,8.1182588e-05,2.9917393e-05
2.2999893e+01,1.8140000e+03,5.0000000e+00,1.8124633e+01,3.1933830e+01,6.6003822e+00,2.0574514e+00,3.1511493e-05,6.8069343e-06,2.9539658e-05
3.7312765e+01,1.6330000e+03,5.0000000e+00,1.7445159e+01,1.2261356e+01,1.0949595e+01,2.6010725e+00,1.0694803e-05,3.2321478e-06,8.5878785e-05
2.4755358e+01,1.9370000e+03,5.0000000e+00,5.8830370e+00,2.1022383e+01,4.9067734e+00,1.4546677e+00,2.2813037e-05,6.6360241e-05,7.8911240e-05
5.1862012e+01,1.8380000e+03,5.0000000e+00,7.0180146e+00,3.2484547e+01,3.1896607e+00,2.7622674e+00,3.4600074e-05,1.0007995e-05,4.6977909e-07
5.9287348e+01,1.5760000e+03,5.0000000e+00,5.7577881e+00,1.2637289e+01,1.1311949e+01,1.1939085e+00,2.0154194e-05,4.1856008e-05,5.0757216e-05
6.8903824e+01,1.7770000e+03,5.0000000e+00,1.3683287e+01,1.5530700e+01,1.0439944e+01,1.3393904e+00,1.4997978e-05,3.8783906e-05,2.9602642e-05
5.6740148e+01,1.9920000e+03,5.0000000e+00,2.0560638e+01,3.3215437e+01,5.4273146e+00,2.0256626e+00,6.9710866e-05,2.4802343e-05,1.9618685e-05
6.4980897e+01,1.6110000e+03,5.0000000e+00,2.1581796e+01,2.3547023e+01,8.7118229e+00,2.0224862e+00,4.6246413e-05,8.3954894e-05,7.8687168e-05
4.5821910e+01,1.6780000e+03,5.0000000e+00,1.7596234e+01,2.6782923e+01,8.1156807e+00,2.7034287e+00,1.4633910e-05,4.9526118e-05,4.0649648e-05
2.0653056e+01,1.6230000e+03,5.0000000e+00,9.6766872e+00,3.0748992e+01,8.3874001e+00,2.9426647e+00,5.3007933e-05,6.5534596e-05,9.4872532e-05
2.6614499e+00,1.6940000e+03,5.0000000e+00,5.6752301e+00,2.4406766e+01,5.2998866e+00,2.5893094e+00,1.5994028e-05,9.5072154e-05,2.3223628e-05
4.3300677e+01,1.8590000e+03,5.0000000e+00,1.4747497e+01,2.9059668e+01,1.1872298e+01,1.7500185e+00,5.5189476e-05,8.3157779e-05,3.8717051e-07
5.5607769e+01,1.9080000e+03,5.0000000e+00,4.5259561e-01,1.7785259e+01,1.0147305e+01,2.0052727e+00,1.1846110e-05,1.8945609e-05,2.2142278e-05
2.0014576e+01,1.9500000e+03,5.0000000e+00,1.1146300e+01,2.1888600e+01,9.3525684e+00,2.6903668e+00,4.6500207e-05,9.1000033e-05,4.4837939e-06
2.9612865e+01,1.7160000e+03,5.0000000e+00,2.3945324e+01,2.9747686e+01,3.1878443e+00,2.9468139e+00,8.6275411e-05,4.6900877e-05,6.9234066e-06
3.5332676e+01,1.5370000e+03,5.0000000e+00,1.9757473e+01,2.7976274e+01,6.6407405e+00,1.3860827e+00,7.6771934e-06,6.8338923e-05,3.0329662e-05
9.8487959e+00,1.6520000e+03,5.0000000e+00,3.9207693e-01,2.7654743e+01,4.7553135e+00,2.9125776e+00,3.2132938e-05,6.7570640e-08,6.0067609e-05
1.2889297e+00,1.5490000e+03,5.0000000e+00,7.3970361e+00,2.0600942e+01,5.4572166e+00,1.8277274e+00,4.1884273e-05,9.8289608e-05,6.5113565e-05
2.1782884e+01,1.5520000e+03,5.0000000e+00,7.5321995e+00,3.4957273e+01,1.0295387e+01,2.6423389e+00,4.7070252e-05,3.9427356e-07,1.8361547e-06
1.0923553e+01,1.9870000e+03,5.0000000e+00,1.5909437e+01,2.4343634e+01,8.7197416e+00,1.0067112e+00,5.0010854e-05,7.1547030e-06,4.8603083e-05
7.0710002e-01,1.9470000e+03,5.0000000e+00,1.2019816e+00,2.6398266e+01,6.1250047e+00,1.1947871e+00,9.3222484e-05,4.8334401e-05,9.2842500e-05
1.4657113e+00,1.8180000e+03,5.0000000e+00,1.9624366e+00,1.3594138e+01,9.2217914e+00,1.1420641e+00,8.2635221e-05,3.2754748e-05,1.3020288e-05
2.1100299e+01,1.8230000e+03,5.0000000e+00,1.4570293e+01,2.4586492e+01,4.8675032e+00,2.2913108e+00,1.9364388e-05,4.3072864e-05,4.9900032e-06
4.8714155e+01,1.9390000e+03,5.0000000e+00,1.7910397e+01,2.0678678e+01,8.9512879e+00,2.4793814e+00,5.0929691e-05,9.2177955e-05,5.3949957e-06
6.1464391e+01,1.7570000e+03,5.0000000e+00,2.1998627e+01,1.4658513e+01,3.2598437e+00,1.1917689e+00,8.8408348e-05,3.1508439e-05,2.6566274e-05
6.8524519e+01,1.7850000e+03,5.0000000e+00,8.7347977e+00,1.4550370e+01,4.2240786e+00,2.4799227e+00,3.6863980e-06,8.7079411e-05,6.1921313e-05
6.2496096e+01,1.8550000e+03,5.0000000e+00,1.3462512e+01,3.0256280e+01,1.0990845e+01,1.7817227e+00,3.7167356e-05,7.6284845e-05,5.3835356e-05
6.3664110e+01,1.8000000e+03,5.0000000e+00,5.6684645e+00,1.7395258e+01,9.9467859e+00,2.8311320e+00,7.7289109e-05,3.2570364e-05,7.7547894e-05
2.3548705e+01,2.0000000e+03,5.0000000e+00,1.8949021e+01,2.1518754e+01,4.9398478e+00,2.7264608e+00,6.0054969e-05,1.8614045e-06,2.4767368e-05
2.2076291e+01,1.8600000e+03,5.0000000e+00,8.8352700e+00,2.5681513e+01,7.8736456e+00,1.1541387e+00,7.4448695e-05,8.2144828e-05,8.5194935e-07
6.4645772e+00,1.7730000e+03,5.0000000e+00,2.1347772e+01,1.2691807e+01,6.1527582e+00,2.0704102e+00,5.3068986e-05,1.9184741e-05,7.9784480e-05
4.6171497e+01,1.8270000e+03,5.0000000e+00,1.6640159e+01,3.5007476e+01,4.9343239e+00,1.3733258e+00,1.3731912e-05,1.2895067e-05,9.9273086e-05
1.2239110e+01,1.9550000e+03,5.0000000e+00,6.4728346e+00,2.0890764e+01,1.0282573e+01,1.1877566e+00,3.8844252e-05,1.3375319e-06,3.1369109e-05
5.7889274e+01,1.6010000e+03,5.0000000e+00,5.5367687e+00,3.3277675e+01,8.5551558e+00,1.5502488e+00,5.5765418e-07,9.1829456e-05,2.4118907e-06
6.6234587e+01,1.8760000e+03,5.0000000e+00,1.2250774e+01,1.9221423e+01,6.9790192e+00,1.0588344e+00,2.9370811e-05,6.8826764e-05,4.2382280e-06
4.9672104e+01,1.6760000e+03,5.0000000e+00,4.3197821e+00,1.5728068e+01,6.8030126e+00,2.6080218e+00,2.7397374e-05,6.0076940e-05,7.4824890e-06
5.2434791e+01,1.9150000e+03,5.0000000e+00,3.8477641e+00,3.4854031e+01,1.0939469e+01,1.6987278e+00,8.5505990e-05,3.0919241e-05,8.7372115e-06
4.7202848e+01,1.6020000e+03,5.0000000e+00,1.0201414e+01,1.7690260e+01,1.1674169e+01,1.6278324e+00,1.4536327e-05,2.2914759e-05,6.7536301e-05
3.4760279e+01,1.8620000e+03,5.0000000e+00,4.2113015e+00,1.8796977e+01,9.4644684e+00,1.9977015e+00,1.8871944e-05,2.4287124e-05,8.9878985e-05
4.3197992e+01,1.7820000e+03,5.0000000e+00,5.7866510e+00,1.5818716e+01,5.6786150e+00,2.9498053e+00,6.7572895e-05,8.6655733e-05,3.5895336e-05
2.7395559e+01,1.5780000e+03,5.0000000e+00,5.9473059e+00,2.7240198e+01,4.7516541e+00,2.1172248e+00,5.9061958e-05,4.6268944e-05,9.9838702e-05
