1,2,3,4,5,6,7,8,9,10
2.6614499,1694.0,5.0,5.6752301,24.406766,2,1,1,1,1
43.300677,1859.0,5.0,14.747497,29.059668,2,1,1,1,1
55.607769,1908.0,5.0,0.45259561,17.785259,2,1,1,1,1
20.014576,1950.0,5.0,11.1463,21.8886,2,1,1,1,1
29.612865,1716.0,5.0,23.945324,29.747686,2,1,1,1,1
35.332676,1537.0,5.0,19.757473,27.976274,2,1,1,1,1
9.8487959,1652.0,5.0,0.39207693,27.654743,2,1,1,1,1
1.2889297,1549.0,5.0,7.3970361,20.600942,2,1,1,1,1
21.782884,1552.0,5.0,7.5321995,34.957273,2,1,1,1,1
10.923553,1987.0,5.0,15.909437,24.343634,2,1,1,1,1
0.70710002,1947.0,5.0,1.2019816,26.398266,2,1,1,1,1
1.4657113,1818.0,5.0,1.9624366,13.594138,2,1,1,1,1
21.100299,1823.0,5.0,14.570293,24.586492,2,1,1,1,1
48.714155,1939.0,5.0,17.910397,20.678678,2,1,1,1,1
61.464391,1757.0,5.0,21.998627,14.658513,2,1,1,1,1
68.524519,1785.0,5.0,8.7347977,14.55037,2,1,1,1,1
62.496096,1855.0,5.0,13.462512,30.25628,2,1,1,1,1
63.66411,1800.0,5.0,5.6684645,17.395258,2,1,1,1,1
23.548705,2000.0,5.0,18.949021,21.518754,2,1,1,1,1
22.076291,1860.0,5.0,8.83527,25.681513,2,1,1,1,1
6.4645772,1773.0,5.0,21.347772,12.691807,2,1,1,1,1
46.171497,1827.0,5.0,16.640159,35.007476,2,1,1,1,1
12.23911,1955.0,5.0,6.4728346,20.890764,2,1,1,1,1
57.889274,1601.0,5.0,5.5367687,33.277675,2,1,1,1,1
66.234587,1876.0,5.0,12.250774,19.221423,2,1,1,1,1
49.672104,1676.0,5.0,4.3197821,15.728068,2,1,1,1,1
52.434791,1915.0,5.0,3.8477641,34.854031,2,1,1,1,1
47.202848,1602.0,5.0,10.201414,17.69026,2,1,1,1,1
34.760279,1862.0,5.0,4.2113015,18.796977,2,1,1,1,1
43.197992,1782.0,5.0,5.786651,15.818716,2,1,1,1,1
27.395559,1578.0,5.0,5.9473059,27.240198,2,1,1,1,1
4.3734119,1990.0,5.0,16.415981,31.226601,2,1,1,1,1
69.059037,1629.0,5.0,2.8065773,32.198014,2,1,1,1,1
66.488237,1897.0,5.0,12.51265,23.258915,2,1,1,1,1
29.802613,1738.0,5.0,11.518327,35.469232,2,1,1,1,1
69.407589,1994.0,5.0,4.4444212,17.533084,2,1,1,1,1
10.091011,1937.0,5.0,15.029758,29.256773,2,1,1,1,1
36.043583,1878.0,5.0,9.3641216,25.520287,2,1,1,1,1
0.58265453,1938.0,5.0,17.380045,27.066449,2,1,1,1,1
27.814854,1517.0,5.0,16.264019,33.088688,2,1,1,1,1
16.182579,1784.0,5.0,16.05616,33.130971,2,1,1,1,1
41.321878,1940.0,5.0,11.40057,30.796607,2,1,1,1,1
69.281923,1862.0,5.0,18.921827,26.963227,2,1,1,1,1
45.069738,1581.0,5.0,7.304667,28.402812,2,1,1,1,1
71.296414,1778.0,5.0,2.5775018,14.141571,2,1,1,1,1
16.122825,1785.0,5.0,10.424938,14.676974,2,1,1,1,1
2.1937099,1730.0,5.0,21.510441,20.283879,2,1,1,1,1
28.063918,1747.0,5.0,13.956967,35.797739,2,1,1,1,1
67.26352,1937.0,5.0,13.092996,17.235107,2,1,1,1,1
63.029518,1588.0,5.0,14.027792,19.972979,2,1,1,1,1
55.641763,1641.0,5.0,1.5616769,29.53764,2,1,1,1,1
47.133316,1831.0,5.0,6.925627,27.488053,2,1,1,1,1
66.954356,1653.0,5.0,12.408111,13.864376,2,1,1,1,1
0.17049806,1945.0,5.0,22.827968,33.621311,2,1,1,1,1
26.204438,1777.0,5.0,23.569911,20.162014,2,1,1,1,1
41.410869,1763.0,5.0,14.02742,24.502559,2,1,1,1,1
26.11589,1785.0,5.0,13.979036,26.354237,2,1,1,1,1
20.647935,1931.0,5.0,22.533202,31.786539,2,1,1,1,1
18.742159,1614.0,5.0,18.64711,27.059397,2,1,1,1,1
53.146303,1767.0,5.0,9.5130587,25.497368,2,1,1,1,1
50.396815,1561.0,5.0,4.1916197,15.630231,2,1,1,1,1
36.507635,1717.0,5.0,18.475465,24.303609,2,1,1,1,1
21.521798,1792.0,5.0,11.248378,12.133093,2,1,1,1,1
69.837547,1510.0,5.0,15.826648,25.919862,2,1,1,1,1
45.878432,1741.0,5.0,22.173899,35.905857,2,1,1,1,1
42.544626,1979.0,5.0,11.16215,17.816814,2,1,1,1,1
4.9539056,1737.0,5.0,14.528231,24.324933,2,1,1,1,1
6.4093203,1573.0,5.0,13.503712,16.465643,2,1,1,1,1
7.7898422,1905.0,5.0,7.9662533,29.176227,2,1,1,1,1
61.876218,1577.0,5.0,12.932855,25.517962,2,1,1,1,1
55.505021,1774.0,5.0,9.2023468,28.99039,2,1,1,1,1
31.882826,1960.0,5.0,23.356035,32.059541,2,1,1,1,1
37.839271,1985.0,5.0,3.4866153,18.493727,2,1,1,1,1
66.653198,1845.0,5.0,2.8818277,17.852678,2,1,1,1,1
44.02464,1906.0,5.0,18.324437,18.845631,2,1,1,1,1
49.156872,1905.0,5.0,16.149964,15.739728,2,1,1,1,1
48.052313,1646.0,5.0,14.907107,28.29602,2,1,1,1,1
3.6279285,1991.0,5.0,8.4157016,25.675893,2,1,1,1,1
65.299555,1913.0,5.0,16.267569,22.577428,2,1,1,1,1
22.193737,1674.0,5.0,6.4844906,30.78727,2,1,1,1,1
61.047388,1604.0,5.0,8.8643928,12.790795,2,1,1,1,1
52.878618,1607.0,5.0,12.050485,25.986349,2,1,1,1,1
45.144576,1655.0,5.0,11.792983,25.872628,2,1,1,1,1
5.653118,1522.0,5.0,22.818325,18.960026,2,1,1,1,1
19.915257,1771.0,5.0,20.171127,20.853346,2,1,1,1,1
17.545518,1757.0,5.0,12.087827,31.700911,2,1,1,1,1
39.394378,1938.0,5.0,5.4152466,19.87395,2,1,1,1,1
1.4631668,1599.0,5.0,12.849917,13.382018,2,1,1,1,1
8.7152464,1682.0,5.0,4.0792413,15.455703,2,1,1,1,1
67.0858,1682.0,5.0,0.44391685,35.408677,2,1,1,1,1
12.189099,1619.0,5.0,18.648243,15.02706,2,1,1,1,1
57.971376,1645.0,5.0,19.094214,18.05519,2,1,1,1,1
6.0726281,1756.0,5.0,19.980911,17.931855,2,1,1,1,1
65.450874,1761.0,5.0,12.010732,19.582439,2,1,1,1,1
26.269548,1772.0,5.0,3.0404592,32.296036,2,1,1,1,1
2.1272475,1675.0,5.0,18.238487,35.86377,2,1,1,1,1
66.270306,1859.0,5.0,7.2432472,32.222076,2,1,1,1,1
32.937601,1750.0,5.0,0.037914345,28.531903,2,1,1,1,1
3.9461827,1736.0,5.0,19.203618,35.228349,2,1,1,1,1
56.633147,1762.0,5.0,11.191218,30.64552,2,1,1,1,1
57.655761,1817.0,5.0,20.755082,12.062977,2,1,1,1,1
21.379676,1785.0,5.0,8.6610054,24.237597,2,1,1,1,1
12.30517,1729.0,5.0,8.5724888,19.635038,2,1,1,1,1
36.395534,1547.0,5.0,19.414599,19.427543,2,1,1,1,1
55.425031,1552.0,5.0,16.073334,34.082744,2,1,1,1,1
17.862537,1590.0,5.0,16.544373,31.576488,2,1,1,1,1
31.029301,1678.0,5.0,11.836271,19.393141,2,1,1,1,1
25.287858,1959.0,5.0,14.290409,15.72589,2,1,1,1,1
43.455438,1637.0,5.0,18.093904,18.357949,2,1,1,1,1
22.905517,1612.0,5.0,2.8344635,15.584141,2,1,1,1,1
2.659085,1991.0,5.0,18.721753,14.974217,2,1,1,1,1
9.0220911,1981.0,5.0,4.5316715,32.237145,2,1,1,1,1
14.200522,1918.0,5.0,23.551979,17.751788,2,1,1,1,1
67.595896,2000.0,5.0,22.800284,29.411603,2,1,1,1,1
57.686043,1793.0,5.0,23.234325,15.386157,2,1,1,1,1
34.737407,1547.0,5.0,13.548161,23.420192,2,1,1,1,1
57.472095,1699.0,5.0,20.285613,21.575183,2,1,1,1,1
6.078076,1548.0,5.0,21.362505,17.940888,2,1,1,1,1
26.715348,1914.0,5.0,23.955554,26.689999,2,1,1,1,1
67.235395,1823.0,5.0,16.292298,14.545077,2,1,1,1,1
33.54072,1976.0,5.0,13.082931,27.55445,2,1,1,1,1
7.6791778,1546.0,5.0,21.51125,23.16275,2,1,1,1,1
35.729927,1754.0,5.0,9.0449935,35.688846,2,1,1,1,1
62.757195,1945.0,5.0,8.1486503,27.074162,2,1,1,1,1
52.470776,1854.0,5.0,18.456236,28.161749,2,1,1,1,1
32.429485,1948.0,5.0,14.489234,28.36243,2,1,1,1,1
21.376941,1814.0,5.0,23.986372,27.255093,2,1,1,1,1
39.789879,1502.0,5.0,3.5746493,21.828848,2,1,1,1,1
69.495583,1570.0,5.0,14.103018,25.352845,2,1,1,1,1
18.481156,1960.0,5.0,3.0227377,12.200938,2,1,1,1,1
33.064274,1745.0,5.0,16.103998,33.505551,2,1,1,1,1
18.211445,1551.0,5.0,8.0572819,35.118192,2,1,1,1,1
21.82745,1658.0,5.0,23.553875,16.845684,2,1,1,1,1
1.4954758,1726.0,5.0,7.1534376,32.074311,2,1,1,1,1
55.165868,1759.0,5.0,22.529804,27.381169,2,1,1,1,1
41.497179,1514.0,5.0,21.094367,19.343552,2,1,1,1,1
69.556653,1930.0,5.0,11.305446,25.43606,2,1,1,1,1
50.024477,1516.0,5.0,14.864822,26.170541,2,1,1,1,1
48.360331,1528.0,5.0,10.608747,13.791932,2,1,1,1,1
0.98293479,1890.0,5.0,13.593095,33.562161,2,1,1,1,1
18.724708,1590.0,5.0,12.74576,13.809901,2,1,1,1,1
34.169938,1780.0,5.0,15.314788,30.608271,2,1,1,1,1
36.268813,1864.0,5.0,0.58521465,18.932345,2,1,1,1,1
13.422647,1880.0,5.0,4.9620793,34.780006,2,1,1,1,1
10.344577,1958.0,5.0,22.448893,29.459662,2,1,1,1,1
22.219627,1562.0,5.0,4.867777,31.40097,2,1,1,1,1
58.698593,1805.0,5.0,19.762136,34.150313,2,1,1,1,1
17.886376,1784.0,5.0,23.136115,27.111473,2,1,1,1,1
0.095170914,1557.0,5.0,4.9536726,15.251463,2,1,1,1,1
27.555332,1882.0,5.0,17.277954,33.750866,2,1,1,1,1
51.59472,1960.0,5.0,1.9452022,34.923668,2,1,1,1,1
0.038399507,1993.0,5.0,6.5142864,32.559796,2,1,1,1,1
9.682458,1898.0,5.0,19.701661,34.730146,2,1,1,1,1
63.908925,1758.0,5.0,16.336871,12.746543,2,1,1,1,1
43.763966,1903.0,5.0,9.0985247,30.408639,2,1,1,1,1
35.511914,1762.0,5.0,20.0069,21.439168,2,1,1,1,1
22.398441,1925.0,5.0,7.5014202,18.627043,2,1,1,1,1
70.945097,1645.0,5.0,9.2128294,24.296827,2,1,1,1,1
42.926384,1639.0,5.0,0.59869289,17.214223,2,1,1,1,1
15.795807,1960.0,5.0,13.033748,14.652572,2,1,1,1,1
1.0401765,1523.0,5.0,23.18465,18.110892,2,1,1,1,1
8.4977794,1970.0,5.0,20.710741,22.293287,2,1,1,1,1
33.233118,1854.0,5.0,11.649005,25.339783,2,1,1,1,1
14.698977,1918.0,5.0,9.315418,21.208105,2,1,1,1,1
21.593577,1972.0,5.0,12.225223,30.183337,2,1,1,1,1
1.1524724,1747.0,5.0,20.946043,29.871165,2,1,1,1,1
5.9011442,1707.0,5.0,18.063416,19.806608,2,1,1,1,1
67.227871,1873.0,5.0,23.477459,14.596346,2,1,1,1,1
12.510984,1848.0,5.0,23.937399,22.434403,2,1,1,1,1
57.526516,1543.0,5.0,16.705568,31.698422,2,1,1,1,1
52.729414,1994.0,5.0,6.8492351,22.888708,2,1,1,1,1
44.396847,1971.0,5.0,20.918247,31.646231,2,1,1,1,1
28.1306,1770.0,5.0,3.818933,12.94274,2,1,1,1,1
29.115622,1582.0,5.0,9.622863,23.376465,2,1,1,1,1
24.606639,1633.0,5.0,2.8267227,31.083323,2,1,1,1,1
2.102578,1504.0,5.0,20.570483,17.049448,2,1,1,1,1
15.768554,1680.0,5.0,5.1815743,22.694314,2,1,1,1,1
60.105144,1576.0,5.0,10.448484,20.485569,2,1,1,1,1
3.8715579,1750.0,5.0,4.2080902,31.128795,2,1,1,1,1
36.555246,1758.0,5.0,18.59644,24.051343,2,1,1,1,1
56.380819,1976.0,5.0,10.103898,15.727857,2,1,1,1,1
70.063724,1523.0,5.0,14.065666,12.414699,2,1,1,1,1
9.2384538,1727.0,5.0,8.5670853,27.49367,2,1,1,1,1
20.163667,1522.0,5.0,23.526083,18.165656,2,1,1,1,1
3.7975159,1522.0,5.0,9.1862196,35.240494,2,1,1,1,1
28.722251,1567.0,5.0,8.987999,19.946986,2,1,1,1,1
36.953161,1546.0,5.0,5.2493753,17.875558,2,1,1,1,1
70.561815,1896.0,5.0,4.3949967,13.956836,2,1,1,1,1
71.866216,1600.0,5.0,7.8724055,32.767976,2,1,1,1,1
70.965511,1611.0,5.0,8.0781809,31.633637,2,1,1,1,1
67.85578,1949.0,5.0,17.314145,32.881989,2,1,1,1,1
14.943133,1616.0,5.0,23.099908,27.53513,2,1,1,1,1
28.135369,1895.0,5.0,14.346642,31.978858,2,1,1,1,1
47.640895,1561.0,5.0,6.9346438,28.901754,2,1,1,1,1
23.51593,1937.0,5.0,1.774422,28.73223,2,1,1,1,1
48.916561,1681.0,5.0,10.799404,27.024013,2,1,1,1,1
51.729129,1810.0,5.0,14.010184,34.228831,2,1,1,1,1
26.942244,1860.0,5.0,0.23260133,28.393043,2,1,1,1,1
3.0035939,1629.0,5.0,2.0096152,12.054541,2,1,1,1,1
22.980703,1804.0,5.0,3.5851811,29.535401,2,1,1,1,1
17.173018,1675.0,5.0,16.934624,27.337995,2,1,1,1,1
35.073968,1614.0,5.0,7.0465381,29.332521,2,1,1,1,1
36.786906,1974.0,5.0,1.6166959,30.811093,2,1,1,1,1
7.1458106,1528.0,5.0,7.4384172,31.590961,2,1,1,1,1
66.048405,1584.0,5.0,21.244709,23.535228,2,1,1,1,1
20.823349,1974.0,5.0,18.425941,28.703682,2,1,1,1,1
4.6175803,1546.0,5.0,22.668331,35.511895,2,1,1,1,1
55.638511,1907.0,5.0,16.107349,18.409485,2,1,1,1,1
61.563378,1744.0,5.0,8.0031168,34.038173,2,1,1,1,1
8.8174222,1985.0,5.0,13.179812,33.877891,2,1,1,1,1
10.536101,1865.0,5.0,0.29621197,28.238241,2,1,1,1,1
30.578343,1971.0,5.0,11.014154,16.087233,2,1,1,1,1
22.203532,1563.0,5.0,19.815801,20.642055,2,1,1,1,1
66.115452,1826.0,5.0,8.2231472,25.975398,2,1,1,1,1
61.204164,1599.0,5.0,14.755497,34.792708,2,1,1,1,1
31.4317,1686.0,5.0,0.036155035,32.634028,2,1,1,1,1
39.866588,1666.0,5.0,7.3752944,24.251114,2,1,1,1,1
15.078147,1735.0,5.0,22.989142,12.570598,2,1,1,1,1
16.590543,1784.0,5.0,9.1623029,33.851745,2,1,1,1,1
60.874462,1765.0,5.0,21.71693,25.131604,2,1,1,1,1
3.3571699,1856.0,5.0,19.168747,20.95536,2,1,1,1,1
59.257289,1611.0,5.0,11.132708,27.438464,2,1,1,1,1
68.383605,1735.0,5.0,3.1209159,22.14075,2,1,1,1,1
52.266297,1855.0,5.0,10.528627,22.000506,2,1,1,1,1
23.813013,1858.0,5.0,21.895165,33.079387,2,1,1,1,1
17.564135,1517.0,5.0,0.82826743,17.183162,2,1,1,1,1
63.723505,1571.0,5.0,9.0165252,24.002412,2,1,1,1,1
13.055076,1580.0,5.0,12.474766,31.282044,2,1,1,1,1
36.193957,1515.0,5.0,17.625931,17.437028,2,1,1,1,1
53.790016,1853.0,5.0,15.54526,24.344336,2,1,1,1,1
2.8031171,1848.0,5.0,13.159831,25.102482,2,1,1,1,1
39.767986,1677.0,5.0,22.784953,25.446661,2,1,1,1,1
64.807732,1616.0,5.0,18.222615,32.122695,2,1,1,1,1
7.7662383,1581.0,5.0,20.401622,28.557693,2,1,1,1,1
69.459081,1984.0,5.0,15.046097,31.008111,2,1,1,1,1
52.853311,1784.0,5.0,13.847626,19.40135,2,1,1,1,1
1.9202977,1547.0,5.0,3.1511494,25.903796,2,1,1,1,1
58.431484,1539.0,5.0,23.146922,21.808436,2,1,1,1,1
69.384999,1907.0,5.0,23.973216,30.052335,2,1,1,1,1
6.9821171,1769.0,5.0,13.601051,34.490661,2,1,1,1,1
24.811284,1871.0,5.0,0.3523565,35.200506,2,1,1,1,1
70.055983,1957.0,5.0,4.9360447,13.303085,2,1,1,1,1
67.94443,1992.0,5.0,21.991744,26.983865,2,1,1,1,1
50.202857,1602.0,5.0,7.4264909,29.380232,2,1,1,1,1
0.06320647,1999.0,5.0,16.693895,31.186137,2,1,1,1,1
34.241357,1997.0,5.0,6.3245739,17.438504,2,1,1,1,1
17.905112,1937.0,5.0,11.46744,13.539248,2,1,1,1,1
20.203401,1751.0,5.0,13.709631,29.420721,2,1,1,1,1
32.63553,1844.0,5.0,17.917299,14.184306,2,1,1,1,1
7.739433,1708.0,5.0,8.9039225,28.193509,2,1,1,1,1
60.489247,1620.0,5.0,3.5852913,29.877098,2,1,1,1,1
52.997411,1841.0,5.0,10.498512,15.413136,2,1,1,1,1
5.3473546,1689.0,5.0,7.367063,18.080126,2,1,1,1,1
40.230731,1629.0,5.0,0.35697478,27.817842,2,1,1,1,1
70.477212,1838.0,5.0,3.2323185,13.656965,2,1,1,1,1
16.387467,1512.0,5.0,13.428788,35.582809,2,1,1,1,1
70.117424,1947.0,5.0,10.833261,31.582039,2,1,1,1,1
35.386253,1708.0,5.0,1.2199014,26.897113,2,1,1,1,1
67.869191,1661.0,5.0,0.20135486,17.069475,2,1,1,1,1
27.289141,1936.0,5.0,12.441001,21.732354,2,1,1,1,1
58.800887,1647.0,5.0,11.56907,22.453234,2,1,1,1,1
5.685634,1757.0,5.0,0.51276384,23.869047,2,1,1,1,1
16.593644,1861.0,5.0,15.415613,18.71869,2,1,1,1,1
12.545666,1801.0,5.0,10.21522,30.219291,2,1,1,1,1
71.303713,1663.0,5.0,4.9103037,32.356439,2,1,1,1,1
66.133711,1762.0,5.0,7.3159439,27.454795,2,1,1,1,1
28.501122,1600.0,5.0,16.334483,35.49515,2,1,1,1,1
46.156899,1734.0,5.0,4.1397584,12.877037,2,1,1,1,1
27.570228,1748.0,5.0,5.4755029,24.125207,2,1,1,1,1
16.801027,1699.0,5.0,2.7437759,18.117671,2,1,1,1,1
46.347115,1867.0,5.0,4.627964,14.266851,2,1,1,1,1
54.230511,1594.0,5.0,11.914051,17.671815,2,1,1,1,1
14.807256,1986.0,5.0,13.605852,30.59424,2,1,1,1,1
66.276365,1924.0,5.0,10.389333,14.737464,2,1,1,1,1
24.295889,1603.0,5.0,15.553707,19.072916,2,1,1,1,1
18.091435,1773.0,5.0,21.750699,18.305412,2,1,1,1,1
34.428256,1914.0,5.0,2.680836,23.114936,2,1,1,1,1
53.699493,1648.0,5.0,19.156592,21.766148,2,1,1,1,1
39.008394,1928.0,5.0,20.725734,27.386093,2,1,1,1,1
47.259957,1755.0,5.0,2.0625293,17.608974,2,1,1,1,1
